id,gen,smile,source,weight,logp,qed,score
AAAY,00,Cc1ccc(CNC(=O)C2CC2)s1,generated,195.287,2.08272,0.7857637069980087,99.9
AAAZ,00,COCCCCCCCCCNC(=O)N(N)c1ccc2ccccc2n1,generated,358.48600000000016,4.001600000000003,0.2752718541401135,99.9
AABA,00,CCCCCCCCCCCCCCCCCCCNC(=O)C1=C(OCCOC)OCCCC1,generated,481.7620000000005,7.82930000000001,0.1510719173327708,99.9
AABB,00,COCCC(CC(=O)c1ccn(C)c1)C(=O)OC,generated,253.298,1.4236,0.5445219942526728,99.9
AABC,00,Cc1ccc(O)c(C)c1C#N,generated,147.17700000000005,1.88072,0.6084753501885554,99.9
AABD,00,COC(=O)CCC1=Nc2cccnc21,generated,190.20200000000003,1.469,0.677955455858341,99.9
AABE,00,COC(=O)C(O)CC(=O)Nc1ccc(Cl)cc1Cl,generated,292.118,1.8559,0.8304609846694851,99.9
AABF,00,COCCNC(=[N+]=Nc1ccccc1)NC(=O)C(Cc1ccccc1)NC(N)=O,generated,397.4590000000002,0.9662999999999996,0.17365801012112309,99.9
AABG,00,CCOC(=O)C1CCCN1C(=O)C(C)CC#N,generated,238.287,1.0902799999999997,0.6872928478791229,99.9
AABH,00,Cc1cccc(N)c1C,generated,121.183,1.88564,0.5209726320693896,99.9
AABI,00,COc1ccc(-c2nc(C)nc(N)n2)s1,generated,222.273,1.49932,0.8330375643484189,99.9
AABJ,00,COC(=O)C(C)(C)C1CCC(c2nc(N)nc(N)n2)CC1,generated,293.3710000000001,1.509,0.8108787705679991,99.9
AABK,00,COC(C)C,generated,74.123,1.0412,0.4512767932620115,99.9
AABL,00,COC(=O)C(CC(=O)NCCc1nc2ccccc2[nH]1)C(C)=O,generated,317.34500000000014,0.9898999999999992,0.5856080562067989,99.9
AABM,00,COC(=O)CCCCCCCn1c(=O)[nH]c2cccn21,generated,279.34,1.9427,0.5928510654743027,99.9
AABN,00,COc1ccc(-c2ccc(C(=O)O)cc2)c(C)c1,generated,242.274,3.3688200000000013,0.8971345241259614,99.9
AABO,00,CCOC(=O)C1=C(C)CC(C)(C)C(Cc2ccccc2)C(=O)N1,generated,315.413,3.2285000000000013,0.8679714989629597,99.9
AABP,00,COC(=O)Nc1nc(C(=O)NCC(F)F)ccc1Cl,generated,293.6570000000001,1.9082,0.8884031082498944,99.9
AABQ,00,COC(=O)C1(c2ccc(C(F)(F)F)cc2)CCC(C)(C)CC1,generated,314.3470000000001,4.716400000000005,0.7385847666047813,99.9
AABR,00,COC(=O)c1cc(-c2ccc(F)cc2)cc(OC)n1,generated,261.25199999999995,2.682900000000001,0.7969110969868067,99.9
AABS,00,CCOC(=O)C1CCCCCC1=O,generated,184.235,1.6989,0.3724648857465862,99.9
AABT,00,Cc1ccc(Nc2nc(N)nc(NC(=O)c3ccccc3)n2)cc1C,generated,334.3830000000001,3.0665400000000003,0.6769038679216353,99.9
AABU,00,CCCCCCCCCCCCCCCCCNC(=O)CCc1ccc(Cl)c(OC)c1,generated,452.12300000000033,8.268800000000008,0.2023888382552947,99.9
AABV,00,CCCCCCCCCCCCCCCCCCCN1CCN(Cc2cccc(Cl)c2Cl)CC1,generated,511.6660000000005,9.762599999999997,0.16077714338124136,99.9
AABW,00,COC(=O)CNC1=Nc2ccccc21,generated,190.20200000000003,0.8408999999999998,0.7029208418025326,99.9
AABX,00,CCc1nc(-c2ccccc2)nc(N)c1C(=O)NC,generated,256.309,1.6477999999999997,0.8745195694976122,99.9
AABY,00,COC(=O)Cc1cn(C)cc1OC,generated,183.207,0.7492,0.6490843822161276,99.9
AABZ,00,Cn1nccc1C(=O)NC1CCC(O)C(O)CC1O,generated,269.301,-1.2148999999999996,0.503658143386875,99.9
AACA,00,CCCCCCCCCCCCNc1ccc2on(CC(=O)OC)c2n1,generated,363.5020000000002,5.135100000000005,0.3718510026319777,99.9
AACB,00,COC(=O)CCCCCCNc1ccc(C(F)(F)F)cn1,generated,304.312,3.6358000000000015,0.5883119430163462,99.9
AACC,00,CCCNC(=O)N(CCOC)c1ccc2ccccc2c1,generated,286.37500000000006,3.4122000000000017,0.8838211075909815,99.9
AACD,00,COC(=O)c1ccn(C2CCCC2)c1,generated,193.24599999999998,2.3898,0.6751555702376778,99.9
AACE,00,COC(=O)CCCC1CCC2=NC(NCCCN3CCCCC3)=NC(C)=CN21,generated,389.54400000000015,2.8891000000000013,0.5105842360640479,99.9
AACF,00,CCCCCCCCCCCCNC(=O)Cn1ccc(=O)c(CNCCOC)c1,generated,407.59900000000033,3.6214000000000013,0.3646483943583023,99.9
AACG,00,FC(F)(F)c1ccc(-c2ccccc2Cl)nn1,generated,258.62999999999994,3.815800000000001,0.7771336684290616,99.9
AACH,00,COC(=O)C(C)(C)c1ncsc1F,generated,203.238,1.7328,0.6870439758160497,99.9
AACI,00,COC(=O)Nc1c(C)cc(C)c(C(C)C)c1C,generated,235.327,3.913560000000003,0.843488466029475,99.9
AACJ,00,CCOC(=O)C1OC2CCC1C(COc1ccccc1)O2,generated,292.33099999999996,2.1486,0.7783438062970616,99.9
AACK,00,COC(=O)C(C)(C)C1CCc2c1cnn2C,generated,222.28799999999998,1.6491,0.7145757268041061,99.9
AACL,00,COC(=O)CNc1nn(Cc2ccc(F)cc2)c(=O)o1,generated,281.24300000000005,0.6085999999999998,0.8079742718855065,99.9
AACM,00,COc1ccc2[nH]c(=O)n(C)c(=O)c2c1,generated,206.201,0.2353999999999999,0.7262689774707528,99.9
AACN,00,COCc1cnc(NC(=O)c2ccc(C(=O)O)cc2)s1,generated,292.316,2.24,0.8819176116030197,99.9
AACO,00,COC(C(=O)NC(C)(C)C)c1ccccc1C,generated,235.327,2.597220000000001,0.8741807344901881,99.9
AACP,00,COCCOc1cc(-c2ccc(C(F)(F)F)cc2)cs1,generated,302.31699999999995,4.459100000000003,0.7592406662858864,99.9
AACQ,00,CCCCCCCCCCCCCCCCCCCNC(=O)C1=CC=C(C2CC(C(=O)OC)O2)CCOCC1,generated,547.8210000000006,7.7479000000000084,0.11745623070475325,99.9
AACR,00,CCCCCCCCCCCCCCNC(=O)c1cccc2c1ccn2CCC,generated,398.63500000000016,7.482200000000009,0.2920860945906262,99.9
AACS,00,Cc1ccc(N2CCN(C(=O)C3CC3)CC2)o1,generated,234.299,1.64662,0.7803627273681687,99.9
AACT,00,COC(=O)CCCCCC1CCC(n2cc(-c3ccc(C(F)(F)F)cc3)nn2)CC1,generated,423.47900000000016,5.818700000000006,0.3966095292703178,99.9
AACU,00,COCCCCCCCCCCCCCCCCCNC(CCCN1CCCC1n1ncc2ccccc21)C(=O)OC,generated,584.8900000000002,8.04000000000001,0.09408944232631727,99.9
AACV,00,COC(=O)Nc1nn(Cc2ccc(C(=O)O)cc2)c(C)c1F,generated,307.28100000000006,2.25542,0.9033210465542666,99.9
AACW,00,COc1ccc2c(c1)C(=O)N(C)C2,generated,177.20299999999997,1.2808,0.64634270521793,99.9
AACX,00,O=C(NC1CCCCC1)C1CCN(C(=O)C2CCN(C(=O)Cc3ccccc3)CC2)CC1,generated,439.6000000000003,3.1552000000000016,0.7662561281594551,99.9
AACY,00,COC(=O)C(C)(C)C1CCC(Oc2ccccc2)C(=O)N1,generated,291.3470000000001,1.9118,0.8607100328717436,99.9
AACZ,00,CCCc1nc(NC(=O)C(C)(C)C)ccc1-c1ccc(C(=O)O)cn1,generated,341.41100000000006,3.778900000000002,0.8632164613480848,99.9
AADA,00,CCCCCCCCCCCN1CCON(c2ccccc2Cl)CC1,generated,366.97700000000015,5.924400000000006,0.4515598251423416,99.9
AADB,00,COCc1cnc(NC(=O)c2ccc(F)cc2)c(C)c1,generated,274.295,2.9278200000000014,0.9322237701151788,99.9
AADC,00,CCCCCCCCCCCCCCCCCCCCCNC(=O)c1cc(CC)nnc1C,generated,459.76300000000055,8.509020000000008,0.17675684780775078,99.9
AADD,00,O=C(Nc1ccccc1F)c1ccc(C(F)(F)F)cn1,generated,284.212,3.4918000000000013,0.857618874311254,99.9
AADE,00,CCCCCCCCCCCCCCCCCCCCCCCCCCCCN1C(=O)c2cccc3c2N3C=C1OC,generated,580.9420000000006,12.201699999999981,0.07296206504644882,99.9
AADF,00,COC(=O)CCCCCC1CCC(c2cc(NC(=O)c3ccccc3)on2)C1,generated,384.47600000000017,4.934100000000004,0.4893680929685403,99.9
AADG,00,COC(=O)C(CCCN1CCc2ccccc2C1)C1CCCCCC1,generated,343.51100000000025,4.584500000000005,0.5589869773906022,99.9
AADH,00,COC(=O)C(C)(C)C1Cc2nc(C)ccc2O1,generated,235.283,1.89272,0.7344187063600661,99.9
AADI,00,CCOC(=O)C1=C(C)CC(C)(c2ccccc2)O1,generated,246.306,3.159200000000002,0.7684222328840965,99.9
AADJ,00,COC(=O)C(N)CC(=O)NCc1ccc(C#N)cc1,generated,261.281,0.06487999999999973,0.7292937132333043,99.9
AADK,00,COCCN(c1ccc(Cl)c(Cl)n1)c1ncnc2ccccc12,generated,349.22100000000006,4.116100000000003,0.648897568373891,99.9
AADL,00,COC(=O)CNC1CCC(c2cc(Nc3ccc(C(F)(F)F)cc3)ccc2O)C1,generated,408.4200000000001,4.553300000000005,0.4831651175400588,99.9
AADM,00,COC(=O)C(C)(C)C1CCCC(c2nc3ccccc3s2)CC1=O,generated,345.46400000000017,4.3384000000000045,0.6132711000523311,99.9
AADN,00,Cc1ccc(CNC(=O)C2CC2)c(C)n1,generated,204.273,1.7246400000000002,0.814248397158522,99.9
AADO,00,Cn1nccc1-c1ccc(OCC2CCCCC2)cc1F,generated,288.36599999999993,4.185300000000003,0.8433546996675737,99.9
AADP,00,CCCCCCCCCCCCCCCCCCCCNC(=O)c1ccc2c(c1)=NN(CCOC)C=CC=2,generated,525.8220000000007,7.248900000000009,0.1531293682052816,99.9
AADQ,00,N#Cc1cccc2c1CCC(=O)N(CC1CC1)CC2=O,generated,268.3159999999999,1.92578,0.822978525206866,99.9
AADR,00,CCCCCCCCCCCCCCCCCCCCCCCN1CCOCCN(c2cccc(Cl)n2)CC1,generated,564.3430000000004,10.085599999999996,0.09772961207334284,99.9
AADS,00,COC(=O)C(C)(C)C1CCC(Oc2cc(N)nc(O)n2)C1,generated,295.339,1.5110999999999994,0.810433635006742,99.9
AADT,00,COCCNC(C(=O)NC1CCCCC1=O)c1cc2c(cc1F)OCCO2,generated,380.41600000000017,1.5018999999999996,0.6976168392856186,99.9
AADU,00,COC(=O)CCCCCC1CCC(n2cnc3c(NCc4ccc(F)cc4)ncnc32)CC1,generated,453.5620000000001,5.432300000000005,0.3254808322919561,99.9
AADV,00,CCCCCCCCCCCCCCCNC(=O)C1=CC=C(CN2CCN(c3ccccc3)N2)CC1,generated,494.7680000000008,7.082200000000008,0.214050520802072,99.9
AADW,00,COC(=O)CCC(=O)NC(CCCCCc1cccnc1)C(=O)NC(CC(C)C)C(C)C,generated,447.6200000000002,3.809400000000002,0.3147219716158952,99.9
AADX,00,COC(=O)CCCCC1CCC(Cc2nc(-c3ccccc3)n(-c3ccccc3)n2)CC1,generated,431.58000000000015,6.016600000000008,0.30715492679540424,99.9
AADY,00,COC(=O)Nc1cc(C)nc(N)n1,generated,182.183,0.54552,0.6612652133151415,99.9
AADZ,00,COC(=O)Nc1nc2ccccc2n1Cc1ccc(Cl)cc1Br,generated,394.656,4.6788000000000025,0.7015965452739259,99.9
AAEA,00,Cc1ccc(NC(=O)C2CCCCC2)c(C(F)(F)F)n1,generated,286.2969999999999,3.9276200000000014,0.8947224285386952,99.9
AAEB,00,COc1cc(NC(=O)CC(C)C)ccc1C,generated,221.3,2.988220000000002,0.8484060024562055,99.9
AAEC,00,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(Cl)n1,generated,315.682,4.397800000000001,0.8071155323732676,99.9
AAED,00,COC(=O)CN1CCC(Nc2cc(-c3ccc(C(F)(F)F)cc3)ccc2OC)CC1,generated,422.4470000000002,4.430300000000004,0.6983446052090301,99.9
AAEE,00,FC(F)(F)c1ccc(-c2ccc(-c3ccccc3Cl)o2)cc1,generated,322.713,6.285800000000004,0.5404023881453324,99.9
AAEF,00,COCCOc1c(O)ccc2c1CCC(=O)N(C)C(=O)N2,generated,294.307,1.3539,0.6462777100441806,99.9
AAEG,00,COC(=O)CCN1CCC(n2nc(C(C)(C)C)cc2C(F)(F)F)CC1C,generated,375.4350000000002,3.787900000000002,0.7515662796639424,99.9
AAEH,00,COC(=O)CNC(=O)c1cc(C)c(C(=O)O)c(C)c1,generated,265.265,0.9044399999999996,0.7890522763073163,99.9
AAEI,00,COC(=O)C(CC(=O)NCCc1cc(-c2ccccc2)n[nH]1)NO,generated,332.36,0.6458999999999997,0.4164540170619647,99.9
AAEJ,00,COc1ccc(-c2ccccc2)cc1OC,generated,214.264,3.370800000000002,0.7794709065377684,99.9
AAEK,00,COCCNC(C(=O)NO)c1ccc(-c2ccccc2)cc1,generated,300.358,2.1361,0.4160961467778999,99.9
AAEL,00,COC(=O)C1CC(c2ccc(C(F)(F)F)c(-c3ccccc3)c2)N=N1,generated,348.324,4.811000000000004,0.7474984431067602,99.9
AAEM,00,CCOc1nc(C)c(C)c(=O)c2ccc(C)cc12,generated,243.30599999999998,2.918960000000001,0.8137235518357949,99.9
AAEN,00,Cc1ccc(NC(=O)C2CCN(C(=O)C3CC3)C2)cc1Cl,generated,306.793,2.8454200000000007,0.9332740051953988,99.9
AAEO,00,COc1ccc2nc(N)nc(N)c2c1O,generated,206.205,0.5083999999999997,0.6270036301111955,99.9
AAEP,00,COC(=O)CCCCN1CCN(C)CCc2ccccc21,generated,290.4070000000001,2.3242000000000003,0.6153233161400262,99.9
AAEQ,00,CCCCCCCCCCOc1ccc2c(c1)C(=O)C(C(=O)OCC)=C(C)CC(C)(C)C2C,generated,456.66700000000054,7.801800000000008,0.18281694374417928,99.9
AAER,00,COC(=O)c1cc(-c2ccc(F)cc2)ccc1C,generated,244.265,3.5877200000000027,0.7545154292188779,99.9
AAES,00,CCc1c(C(=O)NC(C)C)cccc1-c1ccccc1Cl,generated,301.817,4.707600000000004,0.8704986554704021,99.9
AAET,00,COCCN1Cc2c(C(=O)Nc3ccc(C(F)(F)F)cc3)cccc21,generated,350.34000000000015,3.924100000000003,0.888550355020067,99.9
AAEU,00,COC(=O)CN1CCC(N(c2ccc(C(F)(F)F)cc2)C2CCCC2)C(=O)N1C,generated,413.4400000000003,3.0751000000000017,0.6948347698445796,99.9
AAEV,00,COC(=O)C(C)CC(=O)NC(Cc1c[nH]cn1)C(=O)O,generated,283.28400000000005,-0.2791999999999997,0.5916649056092165,99.9
AAEW,00,O=C(Nc1ccccc1)N1CCC(c2ccc(Cl)cc2)C(=O)N1Cc1ccc(Cl)cc1,generated,454.35700000000014,5.958600000000002,0.5291625854929864,99.9
AAEX,00,COC(=O)C1C(=O)CCCN(C(=O)C2CCCCC2)CCC1c1ccc(Cl)cc1,generated,419.94900000000035,4.374700000000004,0.5385129308527903,99.9
AAEY,00,CCCCCCCCCCCCCCCCCNC(=O)c1ccc(O)c(CNCCOC)n1,generated,463.7070000000004,6.1244000000000085,0.1803119813953329,99.9
AAEZ,00,CCCc1nc(NC(=O)c2ccc(C(=O)O)cc2)ncc1Cl,generated,319.7480000000001,3.0330000000000013,0.8833181561343977,99.9
AAFA,00,CCOC(=O)C1OC2CCC(C)(C)C3=C(O3)C1=CC(=O)N=N2,generated,306.318,2.2414,0.7297436356408752,99.9
AAFB,00,CCCCCCNC(=O)c1ccc(-c2cc(F)n(CC(=O)OC)n2)cc1,generated,361.41700000000014,3.1723000000000017,0.5499190288921361,99.9
AAFC,00,CCCCCCCCCCCNC(=O)c1ccc(-c2ccc3c(c2)N(CCOC)OCC3)cc1,generated,466.6660000000005,6.554700000000008,0.3022512103421544,99.9
AAFD,00,NN(C(=O)c1ccccc1Cl)c1cc(NC(=O)c2ccccc2)ccc1O,generated,381.8190000000001,3.818400000000002,0.2768826821051574,99.9
AAFE,00,COC(=O)C(CC(=O)NC1CCc2nc(N)ccc21)C1CCC(C(=O)O)C(O)C1O,generated,421.45000000000016,-0.2207999999999989,0.38922567984695455,99.9
AAFF,00,CCOC(=O)CCC1CCCCCCCCCCCCCCCCCCCCCCCc2ccc(C#N)cc21,generated,537.8730000000005,11.12347999999999,0.3587959622675355,99.9
AAFG,00,COC(=O)CCn1nc(C(F)(F)F)c2ccccc2c1=O,generated,300.2360000000001,1.9784,0.8132163326299766,99.9
AAFH,00,COC(=O)C1CCN(c2ccc(NC(=O)c3ccccc3)cc2)C(=O)O1,generated,354.36200000000014,2.8272000000000013,0.8536261097212385,99.9
AAFI,00,N#Cc1ccc(Cl)cc1C(=O)NC1CCN(CC2CCCCC2)CCC1=O,generated,387.9110000000003,3.5552800000000024,0.8568015655905928,99.9
AAFJ,00,COC(=O)C(C)(C)N1CCC(CCc2nc3ccccc3n2CCC2CCCCC2)CC1,generated,439.6440000000004,5.602900000000006,0.5021984222350684,99.9
AAFK,00,COCCOc1ncc(C(=O)NC(CC(=O)O)C(C)C)c(O)c1Cl,generated,360.79400000000015,1.6949,0.5733022123602606,99.9
AAFL,00,N#Cc1c(Cl)cccc1-c1ccc(NC(=O)c2ccc(F)cc2)cc1,generated,350.78000000000014,5.2700800000000045,0.6991529300529513,99.9
AAFM,00,Cc1ccc(C(=O)NC(C)C(=O)NCCO)cc1O,generated,266.297,-0.07258000000000014,0.5991678630898061,99.9
AAFN,00,NC1=CC=Cc2c(NC(=O)c3ccc(OCCN4CCCCC4)cc3)cccc2N1,generated,404.5140000000002,4.042400000000003,0.6770904073293321,99.9
AAFO,00,COCCOC(=O)N1CCc2ccccc2N1CC(=O)OC,generated,308.3340000000001,1.2221,0.6017027388094063,99.9
AAFP,00,CCOc1nc(C)c(C)c(=O)c2cc(C(=O)O)cn12,generated,262.265,1.40824,0.9040098565741848,99.9
AAFQ,00,COC(=O)C(CC(=O)NCCCn1c(=O)ccc2ccccc21)C(=O)NO,generated,375.381,0.19250000000000067,0.1987806454353488,99.9
AAFR,00,CCCCCCCCCCCCNC(=O)c1ccc2c(c1)OC(C(=O)OC)CC2,generated,403.56300000000033,5.203900000000004,0.36291501947686666,99.9
AAFS,00,Cc1ccc(C2CCN(C(=O)c3ccccc3)CC2)c(C)n1,generated,294.398,3.7182400000000015,0.8455020837551309,99.9
AAFT,00,COc1ccc(-c2nc(C(C)C)ccc2O)cn1,generated,244.294,2.981200000000001,0.9013727435031358,99.9
AAFU,00,COC(=O)Cn1c(O)c2ccccc2c1C(=O)NCc1ccccc1,generated,338.36300000000006,2.4499,0.7003976502347055,99.9
AAFV,00,FC(F)c1c(Cl)cccc1Nc1nc(NC2CCCCC2)nc(N2CCOCC2)n1,generated,438.91000000000014,4.7874000000000025,0.6712281909486767,99.9
AAFW,00,CCCCCCN1CCN(C(=O)C(CCC(=O)O)C(C)C)C1c1ccccc1,generated,388.5520000000001,4.546700000000004,0.565186195274814,99.9
AAFX,00,COC(=O)CNC1CCC(n2cc(-c3ccc(C(F)(F)F)cc3)cc2Cl)CC1,generated,414.85500000000013,5.0736000000000026,0.6941879690452538,99.9
AAFY,00,Fc1c(-c2ccc(Cl)cc2)ccc(-c2ccccc2Cl)c1F,generated,335.18,6.6056000000000035,0.4944687207794912,99.9
AAFZ,00,CCCCCCOc1ccc(OC2C(CO)C(C(=O)OCC)=C(C)CC(C)(C)C2C)cc1,generated,446.6280000000003,5.9472000000000085,0.3361785226656281,99.9
AAGA,00,COc1ccnc(NC(=O)c2ccc(NC(=O)N3CCC(C(=O)O)CC3)cc2)n1,generated,399.40700000000015,2.066,0.700539302909611,99.9
AAGB,00,COC(=O)CN1CCC2=NC(NCCCN3CCCC3)=C(C(F)(F)F)SN21,generated,407.46200000000016,1.9493,0.3932542846666508,99.9
AAGC,00,COC(=O)CNC1(c2cc(C(F)(F)F)ccc2F)CO1,generated,293.21600000000007,1.7900999999999998,0.5222390976111062,99.9
AAGD,00,Cc1ccc2nc(NC(=O)c3ccc(C(=O)NCCCN4CCCC4)cc3)ncc2c1Cl,generated,451.9580000000003,4.059620000000003,0.5287774111733837,99.9
AAGE,00,Cc1ccc(CNC(=O)C2CCCCC2)cc1F,generated,249.32899999999995,3.3306200000000024,0.8743205046181135,99.9
AAGF,00,CCCNC(=O)c1ccc(C(=O)NCc2ccc(C#N)c(Cl)c2)cc1,generated,355.82500000000016,3.281480000000002,0.8337614934164446,99.9
AAGG,00,COC(=O)C(CC(=O)NC1Cc2ccc(O)cc2C1)c1ccc(Cl)c(Cl)c1,generated,408.2810000000002,3.6293000000000015,0.7414185110690673,99.9
AAGH,00,CCCNC(=O)c1ccc(OCC2CCC(O)N(C(C)(C)C(=O)OC)CC2)cc1,generated,406.52300000000014,2.5773000000000006,0.6453951593991185,99.9
AAGI,00,COC(=O)CN1CCC(NCc2cc(-c3ccccc3)c(-c3ccccc3)n2C)C(C)C1,generated,431.58000000000015,4.332100000000003,0.5657981974610384,99.9
AAGJ,00,CCc1c(OC)cccc1C(=O)O,generated,180.203,1.9558,0.7729027433025307,99.9
AAGK,00,COc1cc(CN2CCC(C(=O)NC3CCCCC3)CC2)ccc1Nc1ncc(Cl)cc1Cl,generated,491.46300000000014,5.801500000000005,0.512528063810292,99.9
AAGL,00,CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(-c2ccccc2N)nc1,generated,465.7260000000005,8.322100000000006,0.16178432354778174,99.9
AAGM,00,NN(c1ccncc1)c1ccc(C(=O)NCC(F)F)cc1,generated,292.289,2.0883,0.6536412955092323,99.9
AAGN,00,Cc1ccc(Nc2nc(NC(=O)c3ccc(C(F)(F)F)cc3)no2)nn1,generated,364.287,3.1827200000000007,0.7322121381766168,99.9
AAGO,00,COC(=O)C(CCCN1CCNc2ccccc21)C1CCC(C(=O)O)O1,generated,362.42600000000016,2.1200999999999994,0.7184073060936444,99.9
AAGP,00,COc1ccc2nc(C)n(C)c2c1O,generated,192.218,1.5959199999999998,0.7460317893512182,99.9
AAGQ,00,CCCCCCCCCCCCCCN1C(=O)C2CCC1C(=O)NN=C2C1=CC=C(C#N)CC1,generated,466.6700000000006,5.9506800000000055,0.3209439713907443,99.9
AAGR,00,COC(=O)CNC(=O)c1nn(-c2ccccc2)c(C)c1C(=O)NO,generated,332.3160000000001,0.2025199999999988,0.40836363868556175,99.9
AAGS,00,COC(=O)CCN1CCC(c2cccc(NC(=O)c3ccccc3)c2)C1,generated,352.43400000000014,3.291300000000001,0.81070045107538,99.9
AAGT,00,COC(=O)C1c2ccccc2C(=O)N1Cc1ccc(C(F)(F)F)cc1,generated,349.30799999999994,3.5755000000000017,0.7960723340059442,99.9
AAGU,00,COC(=O)C(CC(=O)NCCCn1ccc(C(F)(F)F)c1)C(=O)OC,generated,364.32000000000005,1.3654999999999995,0.4276882961364112,99.9
AAGV,00,CCOC(=O)CCCC1CCCCC1C(=O)NO,generated,257.3299999999999,2.0316,0.4334975146168992,99.9
AAGW,00,COCCNC(=[N+]=[N-])c1ccc(-c2ccc(C(=O)O)cc2)cc1OC,generated,341.36700000000013,2.2728,0.26424570303303363,99.9
AAGX,00,Cc1ccc(Nc2nc(N)nc(-c3ccc(F)cc3)n2)cc1F,generated,313.3110000000001,3.4510200000000006,0.7742161420398264,99.9
AAGY,00,COC(=O)CCCC1CCc2[nH]c3ccccc3c2C1,generated,271.36000000000007,3.6161000000000016,0.8629873780611423,99.9
AAGZ,00,NC(=O)C(Cc1ccccc1)NC(=O)C(COc1cccc(C(F)(F)F)c1)C(=O)O,generated,424.37500000000017,1.9978,0.532309058924248,99.9
AAHA,00,COC(=O)C(CC(=O)Nc1cccnc1)C(=O)O,generated,252.22600000000003,0.2839999999999997,0.5757573097698025,99.9
AAHB,00,N#Cc1cccc2c(C(=O)Nc3ccc(C(F)(F)F)cc3)on12,generated,319.242,3.6750800000000012,0.7831223665870317,99.9
AAHC,00,COCCN(c1ccc(Cl)cc1)c1cnc2ccccc2c1,generated,312.80000000000007,4.672700000000004,0.6841272322944263,99.9
AAHD,00,O=Cc1ccccc1NC(=O)C1CCCN1C(=O)c1ccc(Cl)c(Cl)c1Cl,generated,425.69900000000007,4.702600000000003,0.5700392127948238,99.9
